SYMBOL,SYMBOL WITH NS,'SYMBOL WITH NS,TICKERS,NAME OF COMPANY,SERIES,DATE OF LISTING,PAID UP VALUE,MARKET LOT,ISIN NUMBER,FACE VALUE
TCNSBRANDS,TCNSBRANDS.NS,'TCNSBRANDS.NS,'TCPLPACK.NS',TCNS Clothing Co. Limited,EQ,30-Jul-2018,2,1,INE778U01029,2
TCPLPACK,TCPLPACK.NS,'TCPLPACK.NS,'TCS.NS',TCPL Packaging Limited,EQ,17-Oct-2017,10,1,INE822C01015,10
TCS,TCS.NS,'TCS.NS,'TDPOWERSYS.NS',Tata Consultancy Services Limited,EQ,25-Aug-2004,1,1,INE467B01029,1
TDPOWERSYS,TDPOWERSYS.NS,'TDPOWERSYS.NS,'TEAMLEASE.NS',TD Power Systems Limited,EQ,08-Sep-2011,10,1,INE419M01019,10
TEAMLEASE,TEAMLEASE.NS,'TEAMLEASE.NS,'TECHIN.NS',Teamlease Services Limited,EQ,12-Feb-2016,10,1,INE985S01024,10
TECHIN,TECHIN.NS,'TECHIN.NS,'TECHM.NS',Techindia Nirman Limited,EQ,08-Sep-2011,10,1,INE778A01021,10
TECHM,TECHM.NS,'TECHM.NS,'TECHNOE.NS',Tech Mahindra Limited,EQ,28-Aug-2006,5,1,INE669C01036,5
TECHNOE,TECHNOE.NS,'TECHNOE.NS,'TEJASNET.NS',Techno Electric & Engineering Company Limited,EQ,04-Dec-2018,2,1,INE285K01026,2
TEJASNET,TEJASNET.NS,'TEJASNET.NS,'TEMBO.NS',Tejas Networks Limited,EQ,27-Jun-2017,10,1,INE010J01012,10
TEMBO,TEMBO.NS,'TEMBO.NS,'TERASOFT.NS',Tembo Global Industries Limited,EQ,23-Apr-2021,10,1,INE869Y01010,10
TERASOFT,TERASOFT.NS,'TERASOFT.NS,'TEXINFRA.NS',Tera Software Limited,EQ,29-Dec-2016,10,1,INE482B01010,10
TEXINFRA,TEXINFRA.NS,'TEXINFRA.NS,'TEXMOPIPES.NS',Texmaco Infrastructure & Holdings Limited,EQ,09-Sep-2004,1,1,INE435C01024,1
TEXMOPIPES,TEXMOPIPES.NS,'TEXMOPIPES.NS,'TEXRAIL.NS',Texmo Pipes and Products Limited,EQ,10-Mar-2010,10,1,INE141K01013,10
TEXRAIL,TEXRAIL.NS,'TEXRAIL.NS,'TFCILTD.NS',Texmaco Rail & Engineering Limited,EQ,03-Mar-2011,1,1,INE621L01012,1
TFCILTD,TFCILTD.NS,'TFCILTD.NS,'TFL.NS',Tourism Finance Corporation of India Limited,EQ,26-Jul-2000,10,1,INE305A01015,10
TFL,TFL.NS,'TFL.NS,'TGBHOTELS.NS',Transwarranty Finance Limited,EQ,26-Feb-2007,10,1,INE804H01012,10
TGBHOTELS,TGBHOTELS.NS,'TGBHOTELS.NS,'THANGAMAYL.NS',TGB Banquets And Hotels Limited,EQ,17-May-2007,10,1,INE797H01018,10
THANGAMAYL,THANGAMAYL.NS,'THANGAMAYL.NS,'THEINVEST.NS',Thangamayil Jewellery Limited,EQ,19-Feb-2010,10,1,INE085J01014,10
THEINVEST,THEINVEST.NS,'THEINVEST.NS,'THEMISMED.NS',The Investment Trust Of India Limited,EQ,02-Aug-2017,10,1,INE924D01017,10
THEMISMED,THEMISMED.NS,'THEMISMED.NS,'THERMAX.NS',Themis Medicare Limited,EQ,02-Apr-2007,10,1,INE083B01016,10
THERMAX,THERMAX.NS,'THERMAX.NS,'THIRUSUGAR.NS',Thermax Limited,EQ,30-Aug-1995,2,1,INE152A01029,2
THIRUSUGAR,THIRUSUGAR.NS,'THIRUSUGAR.NS,'THOMASCOOK.NS',Thiru Arooran Sugars Limited,BZ,02-May-1995,10,1,INE409A01015,10
THOMASCOOK,THOMASCOOK.NS,'THOMASCOOK.NS,'THOMASCOTT.NS',Thomas Cook  (India)  Limited,EQ,07-Jun-2000,1,1,INE332A01027,1
THOMASCOTT,THOMASCOTT.NS,'THOMASCOTT.NS,'THYROCARE.NS',Thomas Scott (India) Limited,BE,30-Jan-2012,10,1,INE480M01011,10
THYROCARE,THYROCARE.NS,'THYROCARE.NS,'TI.NS',Thyrocare Technologies Limited,EQ,09-May-2016,10,1,INE594H01019,10
TI,TI.NS,'TI.NS,'TIDEWATER.NS',Tilaknagar Industries Limited,EQ,16-Jul-2010,10,1,INE133E01013,10
TIDEWATER,TIDEWATER.NS,'TIDEWATER.NS,'TIIL.NS',Tide Water Oil Company (India) Limited,EQ,16-Jan-2007,5,1,INE484C01022,5
TIIL,TIIL.NS,'TIIL.NS,'TIINDIA.NS',Technocraft Industries (India) Limited,EQ,12-Feb-2007,10,1,INE545H01011,10
TIINDIA,TIINDIA.NS,'TIINDIA.NS,'TIJARIA.NS',Tube Investments of India Limited,EQ,02-Nov-2017,1,1,INE974X01010,1
TIJARIA,TIJARIA.NS,'TIJARIA.NS,'TIL.NS',Tijaria Polypipes Limited,EQ,14-Oct-2011,10,1,INE440L01017,10
TIL,TIL.NS,'TIL.NS,'TIMESGTY.NS',TIL Limited,EQ,27-Sep-1995,10,1,INE806C01018,10
TIMESGTY,TIMESGTY.NS,'TIMESGTY.NS,'TIMETECHNO.NS',Times Guaranty Limited,EQ,11-Jun-2002,10,1,INE289C01025,10
TIMETECHNO,TIMETECHNO.NS,'TIMETECHNO.NS,'TIMKEN.NS',Time Technoplast Limited,EQ,13-Jun-2007,1,1,INE508G01029,1
TIMKEN,TIMKEN.NS,'TIMKEN.NS,'TINPLATE.NS',Timken India Limited,EQ,06-Feb-2007,10,1,INE325A01013,10
TINPLATE,TINPLATE.NS,'TINPLATE.NS,'TIPSINDLTD.NS',The Tinplate Company of India Limited,EQ,27-Jan-2006,10,1,INE422C01014,10
TIPSINDLTD,TIPSINDLTD.NS,'TIPSINDLTD.NS,'TIRUMALCHM.NS',TIPS Industries Limited,EQ,10-Nov-2000,10,1,INE716B01011,10
TIRUMALCHM,TIRUMALCHM.NS,'TIRUMALCHM.NS,'TIRUPATIFL.NS',Thirumalai Chemicals Limited,EQ,14-May-2003,1,1,INE338A01024,1
TIRUPATIFL,TIRUPATIFL.NS,'TIRUPATIFL.NS,'TITAN.NS',Tirupati Forge Limited,BE,04-Aug-2020,10,1,INE319Y01016,10
TITAN,TITAN.NS,'TITAN.NS,'TMRVL.NS',Titan Company Limited,EQ,24-Sep-2004,1,1,INE280A01028,1
TMRVL,TMRVL.NS,'TMRVL.NS,'TNPETRO.NS',The Mandhana Retail Ventures Limited,EQ,14-Dec-2016,10,1,INE759V01019,10
TNPETRO,TNPETRO.NS,'TNPETRO.NS,'TNPL.NS',Tamilnadu PetroProducts Limited,EQ,27-Oct-1999,10,1,INE148A01019,10
TNPL,TNPL.NS,'TNPL.NS,'TNTELE.NS',Tamil Nadu Newsprint & Papers Limited,EQ,14-Feb-1996,10,1,INE107A01015,10
TNTELE,TNTELE.NS,'TNTELE.NS,'TOKYOPLAST.NS',Tamilnadu Telecommunication Limited,BE,04-Feb-2003,10,1,INE141D01018,10
TOKYOPLAST,TOKYOPLAST.NS,'TOKYOPLAST.NS,'TORNTPHARM.NS',Tokyo Plast International Limited,EQ,11-Oct-1995,10,1,INE932C01012,10
TORNTPHARM,TORNTPHARM.NS,'TORNTPHARM.NS,'TORNTPOWER.NS',Torrent Pharmaceuticals Limited,EQ,25-Nov-2002,5,1,INE685A01028,5
TORNTPOWER,TORNTPOWER.NS,'TORNTPOWER.NS,'TOTAL.NS',Torrent Power Limited,EQ,28-Nov-2006,10,1,INE813H01021,10
TOTAL,TOTAL.NS,'TOTAL.NS,'TOUCHWOOD.NS',Total Transport Systems Limited,EQ,28-Aug-2020,10,1,INE336X01012,10
TOUCHWOOD,TOUCHWOOD.NS,'TOUCHWOOD.NS,'TPLPLASTEH.NS',Touchwood Entertainment Limited,EQ,21-Jan-2020,10,1,INE486Y01013,10
TPLPLASTEH,TPLPLASTEH.NS,'TPLPLASTEH.NS,'TREEHOUSE.NS',TPL Plastech Limited,EQ,20-May-2015,10,1,INE413G01014,10
TREEHOUSE,TREEHOUSE.NS,'TREEHOUSE.NS,'TREJHARA.NS',Tree House Education & Accessories Limited,BE,26-Aug-2011,10,1,INE040M01013,10
TREJHARA,TREJHARA.NS,'TREJHARA.NS,'TRENT.NS',TREJHARA SOLUTIONS LIMITED,EQ,28-Dec-2018,10,1,INE00CA01015,10
TRENT,TRENT.NS,'TRENT.NS,'TRF.NS',Trent Limited,EQ,07-Jun-2004,1,1,INE849A01020,1
TRF,TRF.NS,'TRF.NS,'TRIDENT.NS',TRF Limited,EQ,26-Mar-2010,10,1,INE391D01019,10
TRIDENT,TRIDENT.NS,'TRIDENT.NS,'TRIGYN.NS',Trident Limited,EQ,21-Feb-2001,1,1,INE064C01022,1
TRIGYN,TRIGYN.NS,'TRIGYN.NS,'TRIL.NS',Trigyn Technologies Limited,EQ,09-Apr-1998,10,1,INE948A01012,10
TRIL,TRIL.NS,'TRIL.NS,'TRITURBINE.NS',Transformers And Rectifiers (India) Limited,EQ,28-Dec-2007,1,1,INE763I01026,1
TRITURBINE,TRITURBINE.NS,'TRITURBINE.NS,'TRIVENI.NS',Triveni Turbine Limited,EQ,28-Oct-2011,1,1,INE152M01016,1
TRIVENI,TRIVENI.NS,'TRIVENI.NS,'TTKHLTCARE.NS',Triveni Engineering & Industries Limited,EQ,13-Dec-2005,1,1,INE256C01024,1
TTKHLTCARE,TTKHLTCARE.NS,'TTKHLTCARE.NS,'TTKPRESTIG.NS',TTK Healthcare Limited,EQ,02-Dec-2015,10,1,INE910C01018,10
TTKPRESTIG,TTKPRESTIG.NS,'TTKPRESTIG.NS,'TTL.NS',TTK Prestige Limited,EQ,22-Dec-1999,10,1,INE690A01010,10
TTL,TTL.NS,'TTL.NS,'TTML.NS',T T Limited,EQ,22-Feb-2007,10,1,INE592B01016,10
TTML,TTML.NS,'TTML.NS,'TV18BRDCST.NS',Tata Teleservices (Maharashtra) Limited,EQ,20-Oct-2000,10,1,INE517B01013,10
TV18BRDCST,TV18BRDCST.NS,'TV18BRDCST.NS,'TVSELECT.NS',TV18 Broadcast Limited,EQ,08-Feb-2007,2,1,INE886H01027,2
TVSELECT,TVSELECT.NS,'TVSELECT.NS,'TVSMOTOR.NS',TVS Electronics Limited,EQ,26-Dec-2003,10,1,INE236G01019,10
TVSMOTOR,TVSMOTOR.NS,'TVSMOTOR.NS,'TVSSRICHAK.NS',TVS Motor Company Limited,EQ,02-Aug-2000,1,1,INE494B01023,1
TVSSRICHAK,TVSSRICHAK.NS,'TVSSRICHAK.NS,'TVTODAY.NS',TVS Srichakra Limited,EQ,13-Feb-2007,10,1,INE421C01016,10
TVTODAY,TVTODAY.NS,'TVTODAY.NS,'TVVISION.NS',TV Today Network Limited,EQ,16-Jan-2004,5,1,INE038F01029,5
TVVISION,TVVISION.NS,'TVVISION.NS,'TWL.NS',TV Vision Limited,BE,15-Sep-2016,10,1,INE871L01013,10
TWL,TWL.NS,'TWL.NS,'UBL.NS',Titagarh Wagons Limited,EQ,21-Apr-2008,2,1,INE615H01020,2
UBL,UBL.NS,'UBL.NS,'UCALFUEL.NS',United Breweries Limited,EQ,28-Jul-2008,1,1,INE686F01025,1
UCALFUEL,UCALFUEL.NS,'UCALFUEL.NS,'UCOBANK.NS',Ucal Fuel Systems Limited,EQ,13-Sep-1995,10,1,INE139B01016,10
UCOBANK,UCOBANK.NS,'UCOBANK.NS,'UFLEX.NS',UCO Bank,EQ,09-Oct-2003,10,1,INE691A01018,10
UFLEX,UFLEX.NS,'UFLEX.NS,'UFO.NS',UFLEX Limited,EQ,23-Aug-1995,10,1,INE516A01017,10
UFO,UFO.NS,'UFO.NS,'UGARSUGAR.NS',UFO Moviez India Limited,EQ,14-May-2015,10,1,INE527H01019,10
UGARSUGAR,UGARSUGAR.NS,'UGARSUGAR.NS,'UJAAS.NS',The Ugar Sugar Works Limited,EQ,23-Aug-2010,1,1,INE071E01023,1
UJAAS,UJAAS.NS,'UJAAS.NS,'UJJIVAN.NS',Ujaas Energy Limited,EQ,20-Oct-2011,1,1,INE899L01022,1
UJJIVAN,UJJIVAN.NS,'UJJIVAN.NS,'UJJIVANSFB.NS',Ujjivan Financial Services Limited,EQ,10-May-2016,10,1,INE334L01012,10
UJJIVANSFB,UJJIVANSFB.NS,'UJJIVANSFB.NS,'ULTRACEMCO.NS',Ujjivan Small Finance Bank Limited,EQ,12-Dec-2019,10,1,INE551W01018,10
ULTRACEMCO,ULTRACEMCO.NS,'ULTRACEMCO.NS,'UMANGDAIRY.NS',UltraTech Cement Limited,EQ,24-Aug-2004,10,1,INE481G01011,10
UMANGDAIRY,UMANGDAIRY.NS,'UMANGDAIRY.NS,'UMESLTD.NS',Umang Dairies Limited,EQ,02-Dec-2015,5,1,INE864B01027,5
UMESLTD,UMESLTD.NS,'UMESLTD.NS,'UNICHEMLAB.NS',Usha Martin Education & Solutions Limited,EQ,12-Jul-2010,1,1,INE240C01028,1
UNICHEMLAB,UNICHEMLAB.NS,'UNICHEMLAB.NS,'UNIDT.NS',Unichem Laboratories Limited,EQ,07-Feb-2001,2,1,INE351A01035,2
UNIDT,UNIDT.NS,'UNIDT.NS,'UNIENTER.NS',United Drilling Tools Limited,EQ,25-Sep-2020,10,1,INE961D01019,10
UNIENTER,UNIENTER.NS,'UNIENTER.NS,'UNIONBANK.NS',Uniphos Enterprises Limited,EQ,23-Jan-2004,2,1,INE037A01022,2
UNIONBANK,UNIONBANK.NS,'UNIONBANK.NS,'UNITECH.NS',Union Bank of India,EQ,24-Sep-2002,10,1,INE692A01016,10
UNITECH,UNITECH.NS,'UNITECH.NS,'UNITEDTEA.NS',Unitech Limited,BZ,08-Sep-1999,2,1,INE694A01020,2
UNITEDTEA,UNITEDTEA.NS,'UNITEDTEA.NS,'UNIVASTU.NS',The United Nilgiri Tea Estates Company Limited,EQ,28-Jan-2015,10,1,INE458F01011,10
UNIVASTU,UNIVASTU.NS,'UNIVASTU.NS,'UNIVCABLES.NS',Univastu India Limited,EQ,22-Jun-2020,10,1,INE562X01013,10
UNIVCABLES,UNIVCABLES.NS,'UNIVCABLES.NS,'UNIVPHOTO.NS',Universal Cables Limited,EQ,17-May-1995,10,1,INE279A01012,10
UNIVPHOTO,UNIVPHOTO.NS,'UNIVPHOTO.NS,'UPL.NS',Universus Photo Imagings Limited,EQ,14-Feb-2020,10,1,INE03V001013,10
UPL,UPL.NS,'UPL.NS,'URJA.NS',UPL Limited,EQ,23-Jan-2004,2,1,INE628A01036,2
URJA,URJA.NS,'URJA.NS,'USHAMART.NS',Urja Global Limited,EQ,28-Mar-2017,1,1,INE550C01020,1
USHAMART,USHAMART.NS,'USHAMART.NS,'UTIAMC.NS',Usha Martin Limited,EQ,11-Oct-2000,1,1,INE228A01035,1
UTIAMC,UTIAMC.NS,'UTIAMC.NS,'UTTAMSTL.NS',UTI Asset Management Company Limited,EQ,12-Oct-2020,10,1,INE094J01016,10
UTTAMSTL,UTTAMSTL.NS,'UTTAMSTL.NS,'UTTAMSUGAR.NS',Uttam Galva Steels Limited,EQ,25-May-1995,10,1,INE699A01011,10
UTTAMSUGAR,UTTAMSUGAR.NS,'UTTAMSUGAR.NS,'V2RETAIL.NS',Uttam Sugar Mills Limited,EQ,10-Apr-2006,10,1,INE786F01031,10
V2RETAIL,V2RETAIL.NS,'V2RETAIL.NS,'VADILALIND.NS',V2 Retail Limited,EQ,04-Jul-2007,10,1,INE945H01013,10
VADILALIND,VADILALIND.NS,'VADILALIND.NS,'VAIBHAVGBL.NS',Vadilal Industries Limited,EQ,15-Jun-2011,10,1,INE694D01016,10
VAIBHAVGBL,VAIBHAVGBL.NS,'VAIBHAVGBL.NS,'VAISHALI.NS',Vaibhav Global Limited,EQ,05-Apr-2004,2,1,INE884A01027,2
VAISHALI,VAISHALI.NS,'VAISHALI.NS,'VAKRANGEE.NS',Vaishali Pharma Limited,EQ,15-Jan-2020,10,1,INE972X01014,10
VAKRANGEE,VAKRANGEE.NS,'VAKRANGEE.NS,'VALIANTORG.NS',Vakrangee Limited,EQ,03-Apr-2006,1,1,INE051B01021,1
VALIANTORG,VALIANTORG.NS,'VALIANTORG.NS,'VARDHACRLC.NS',Valiant Organics Limited,EQ,05-Oct-2020,10,1,INE565V01010,10
VARDHACRLC,VARDHACRLC.NS,'VARDHACRLC.NS,'VARDMNPOLY.NS',Vardhman Acrylics Limited,EQ,30-Sep-2003,10,1,INE116G01013,10
VARDMNPOLY,VARDMNPOLY.NS,'VARDMNPOLY.NS,'VARROC.NS',Vardhman Polytex Limited,EQ,12-May-2003,10,1,INE835A01011,10
VARROC,VARROC.NS,'VARROC.NS,'VASCONEQ.NS',Varroc Engineering Limited,EQ,06-Jul-2018,1,1,INE665L01035,1
VASCONEQ,VASCONEQ.NS,'VASCONEQ.NS,'VASWANI.NS',Vascon Engineers Limited,EQ,15-Feb-2010,10,1,INE893I01013,10
VASWANI,VASWANI.NS,'VASWANI.NS,'VBL.NS',Vaswani Industries Limited,EQ,20-Sep-2011,10,1,INE590L01019,10
VBL,VBL.NS,'VBL.NS,'VEDL.NS',Varun Beverages Limited,EQ,08-Nov-2016,10,1,INE200M01013,10
VEDL,VEDL.NS,'VEDL.NS,'VENKEYS.NS',Vedanta Limited,EQ,13-May-1998,1,1,INE205A01025,1
VENKEYS,VENKEYS.NS,'VENKEYS.NS,'VENUSREM.NS',Venky's (India) Limited,EQ,28-Jul-2003,10,1,INE398A01010,10
VENUSREM,VENUSREM.NS,'VENUSREM.NS,'VERTOZ.NS',Venus Remedies Limited,EQ,20-Dec-2006,10,1,INE411B01019,10
VERTOZ,VERTOZ.NS,'VERTOZ.NS,'VESUVIUS.NS',Vertoz Advertising Limited,EQ,14-May-2020,10,1,INE188Y01015,10
VESUVIUS,VESUVIUS.NS,'VESUVIUS.NS,'VETO.NS',Vesuvius India Limited,EQ,04-Oct-2002,10,1,INE386A01015,10
VETO,VETO.NS,'VETO.NS,'VGUARD.NS',Veto Switchgears And Cables Limited,EQ,29-Apr-2015,10,1,INE918N01018,10
VGUARD,VGUARD.NS,'VGUARD.NS,'VHL.NS',V-Guard Industries Limited,EQ,13-Mar-2008,1,1,INE951I01027,1
VHL,VHL.NS,'VHL.NS,'VICEROY.NS',Vardhman Holdings Limited,EQ,30-Jun-2005,10,1,INE701A01023,10
VICEROY,VICEROY.NS,'VICEROY.NS,'VIDEOIND.NS',Viceroy Hotels Limited,BE,21-Aug-2007,10,1,INE048C01017,10
VIDEOIND,VIDEOIND.NS,'VIDEOIND.NS,'VIDHIING.NS',Videocon Industries Limited,BZ,31-Jul-1996,10,1,INE703A01011,10
VIDHIING,VIDHIING.NS,'VIDHIING.NS,'VIJIFIN.NS',Vidhi Specialty Food Ingredients Limited,EQ,02-Mar-2016,1,1,INE632C01026,1
VIJIFIN,VIJIFIN.NS,'VIJIFIN.NS,'VIKASECO.NS',Viji Finance Limited,BE,11-Jul-2016,1,1,INE159N01027,1
VIKASECO,VIKASECO.NS,'VIKASECO.NS,'VIKASLIFE.NS',Vikas EcoTech Limited,EQ,12-Dec-2011,1,1,INE806A01020,1
VIKASLIFE,VIKASLIFE.NS,'VIKASLIFE.NS,'VIKASPROP.NS',Vikas Lifecare Limited,EQ,08-May-2019,1,1,INE161L01027,1
VIKASPROP,VIKASPROP.NS,'VIKASPROP.NS,'VIKASWSP.NS',Vikas Proppant & Granite Limited,EQ,19-Aug-2019,1,1,INE767B01022,1
VIKASWSP,VIKASWSP.NS,'VIKASWSP.NS,'VIMTALABS.NS',Vikas WSP Limited,EQ,10-May-1995,1,1,INE706A01022,1
VIMTALABS,VIMTALABS.NS,'VIMTALABS.NS,'VINATIORGA.NS',Vimta Labs Limited,EQ,15-Dec-2005,2,1,INE579C01029,2
VINATIORGA,VINATIORGA.NS,'VINATIORGA.NS,'VINDHYATEL.NS',Vinati Organics Limited,EQ,28-Jul-2009,1,1,INE410B01037,1
VINDHYATEL,VINDHYATEL.NS,'VINDHYATEL.NS,'VINYLINDIA.NS',Vindhya Telelinks Limited,EQ,08-Feb-1995,10,1,INE707A01012,10
VINYLINDIA,VINYLINDIA.NS,'VINYLINDIA.NS,'VIPCLOTHNG.NS',Vinyl Chemicals (India) Limited,EQ,21-Jul-2008,1,1,INE250B01029,1
VIPCLOTHNG,VIPCLOTHNG.NS,'VIPCLOTHNG.NS,'VIPIND.NS',VIP Clothing Limited,EQ,06-Aug-2007,2,1,INE450G01024,2
VIPIND,VIPIND.NS,'VIPIND.NS,'VIPULLTD.NS',VIP Industries Limited,EQ,02-Mar-2005,2,1,INE054A01027,2
VIPULLTD,VIPULLTD.NS,'VIPULLTD.NS,'VISAKAIND.NS',Vipul Limited,EQ,23-Apr-2015,1,1,INE946H01037,1
VISAKAIND,VISAKAIND.NS,'VISAKAIND.NS,'VISASTEEL.NS',Visaka Industries Limited,EQ,28-Aug-1996,10,1,INE392A01013,10
VISASTEEL,VISASTEEL.NS,'VISASTEEL.NS,'VISHAL.NS',Visa Steel Limited,EQ,17-Mar-2006,10,1,INE286H01012,10
VISHAL,VISHAL.NS,'VISHAL.NS,'VISHNU.NS',Vishal Fabrics Limited,EQ,19-Aug-2019,5,1,INE755Q01025,5
VISHNU,VISHNU.NS,'VISHNU.NS,'VISHWARAJ.NS',Vishnu Chemicals Limited,EQ,05-Mar-2015,10,1,INE270I01014,10
VISHWARAJ,VISHWARAJ.NS,'VISHWARAJ.NS,'VIVIDHA.NS',Vishwaraj Sugar Industries Limited,EQ,15-Oct-2019,10,1,INE430N01014,10
VIVIDHA,VIVIDHA.NS,'VIVIDHA.NS,'VIVIMEDLAB.NS',Visagar Polytex Limited,EQ,21-May-2013,1,1,INE370E01029,1
VIVIMEDLAB,VIVIMEDLAB.NS,'VIVIMEDLAB.NS,'VLSFINANCE.NS',Vivimed Labs Limited,BE,17-Aug-2005,2,1,INE526G01021,2
VLSFINANCE,VLSFINANCE.NS,'VLSFINANCE.NS,'VMART.NS',VLS Finance Limited,EQ,25-May-1995,10,1,INE709A01018,10
VMART,VMART.NS,'VMART.NS,'VOLTAMP.NS',V-Mart Retail Limited,EQ,20-Feb-2013,10,1,INE665J01013,10
VOLTAMP,VOLTAMP.NS,'VOLTAMP.NS,'VOLTAS.NS',Voltamp Transformers Limited,EQ,20-Sep-2006,10,1,INE540H01012,10
VOLTAS,VOLTAS.NS,'VOLTAS.NS,'VRLLOG.NS',Voltas Limited,EQ,12-Apr-1995,1,1,INE226A01021,1
VRLLOG,VRLLOG.NS,'VRLLOG.NS,'VSSL.NS',VRL Logistics Limited,EQ,30-Apr-2015,10,1,INE366I01010,10
VSSL,VSSL.NS,'VSSL.NS,'VSTIND.NS',Vardhman Special Steels Limited,EQ,17-May-2012,10,1,INE050M01012,10
VSTIND,VSTIND.NS,'VSTIND.NS,'VSTTILLERS.NS',VST Industries Limited,EQ,05-Sep-2003,10,1,INE710A01016,10
VSTTILLERS,VSTTILLERS.NS,'VSTTILLERS.NS,'VTL.NS',V.S.T Tillers Tractors Limited,EQ,20-Jun-2011,10,1,INE764D01017,10
VTL,VTL.NS,'VTL.NS,'WABAG.NS',Vardhman Textiles Limited,EQ,14-Jan-2003,10,1,INE825A01012,10
WABAG,WABAG.NS,'WABAG.NS,'WABCOINDIA.NS',VA Tech Wabag Limited,EQ,13-Oct-2010,2,1,INE956G01038,2
WABCOINDIA,WABCOINDIA.NS,'WABCOINDIA.NS,'WALCHANNAG.NS',WABCO India Limited,EQ,01-Oct-2008,5,1,INE342J01019,5
WALCHANNAG,WALCHANNAG.NS,'WALCHANNAG.NS,'WANBURY.NS',Walchandnagar Industries Limited,EQ,18-Sep-1996,2,1,INE711A01022,2
WANBURY,WANBURY.NS,'WANBURY.NS,'WATERBASE.NS',Wanbury Limited,BE,29-Jan-2007,10,1,INE107F01022,10
WATERBASE,WATERBASE.NS,'WATERBASE.NS,'WEALTH.NS',Waterbase Limited,EQ,08-Feb-1995,10,1,INE054C01015,10
WEALTH,WEALTH.NS,'WEALTH.NS,'WEBELSOLAR.NS',Wealth First Portfolio Managers Limited,BE,20-Jan-2021,10,1,INE658T01017,10
WEBELSOLAR,WEBELSOLAR.NS,'WEBELSOLAR.NS,'WEIZMANIND.NS',Websol Energy System Limited,EQ,15-May-2007,10,1,INE855C01015,10
WEIZMANIND,WEIZMANIND.NS,'WEIZMANIND.NS,'WELCORP.NS',Weizmann Limited,EQ,10-May-1995,10,1,INE080A01014,10
WELCORP,WELCORP.NS,'WELCORP.NS,'WELENT.NS',Welspun Corp Limited,EQ,24-May-2005,5,1,INE191B01025,5
WELENT,WELENT.NS,'WELENT.NS,'WELINV.NS',Welspun Enterprises Limited,EQ,04-Nov-2004,10,1,INE625G01013,10
WELINV,WELINV.NS,'WELINV.NS,'WELSPUNIND.NS',Welspun Investments and Commercials Limited,EQ,20-Sep-2010,10,1,INE389K01018,10
WELSPUNIND,WELSPUNIND.NS,'WELSPUNIND.NS,'WENDT.NS',Welspun India Limited,EQ,04-Dec-2003,1,1,INE192B01031,1
WENDT,WENDT.NS,'WENDT.NS,'WESTLIFE.NS',Wendt (India) Limited,EQ,07-Aug-2006,10,1,INE274C01019,10
WESTLIFE,WESTLIFE.NS,'WESTLIFE.NS,'WHEELS.NS',Westlife Development Ltd,EQ,19-Aug-2019,2,1,INE274F01020,2
WHEELS,WHEELS.NS,'WHEELS.NS,'WHIRLPOOL.NS',Wheels India Limited,EQ,07-Apr-2000,10,1,INE715A01015,10
WHIRLPOOL,WHIRLPOOL.NS,'WHIRLPOOL.NS,'WILLAMAGOR.NS',Whirlpool of India Limited,EQ,06-Apr-2010,10,1,INE716A01013,10
WILLAMAGOR,WILLAMAGOR.NS,'WILLAMAGOR.NS,'WINDMACHIN.NS',Williamson Magor & Company Limited,EQ,08-Feb-1995,10,1,INE210A01017,10
WINDMACHIN,WINDMACHIN.NS,'WINDMACHIN.NS,'WIPL.NS',Windsor Machines Limited,EQ,17-Aug-2011,2,1,INE052A01021,2
WIPL,WIPL.NS,'WIPL.NS,'WIPRO.NS',The Western India Plywoods Limited,BE,17-Apr-2017,10,1,INE215F01023,10
WIPRO,WIPRO.NS,'WIPRO.NS,'WOCKPHARMA.NS',Wipro Limited,EQ,08-Nov-1995,2,1,INE075A01022,2
WOCKPHARMA,WOCKPHARMA.NS,'WOCKPHARMA.NS,'WONDERLA.NS',Wockhardt Limited,EQ,23-Feb-2000,5,1,INE049B01025,5
WONDERLA,WONDERLA.NS,'WONDERLA.NS,'WORTH.NS',Wonderla Holidays Limited,EQ,09-May-2014,10,1,INE066O01014,10
WORTH,WORTH.NS,'WORTH.NS,'WSI.NS',Worth Peripherals Limited,EQ,04-Aug-2020,10,1,INE196Y01018,10
WSI,WSI.NS,'WSI.NS,'WSTCSTPAPR.NS',W S Industries (I) Limited,BE,01-Aug-2007,10,1,INE100D01014,10
WSTCSTPAPR,WSTCSTPAPR.NS,'WSTCSTPAPR.NS,'XCHANGING.NS',West Coast Paper Mills Limited,EQ,17-Jan-2001,2,1,INE976A01021,2
XCHANGING,XCHANGING.NS,'XCHANGING.NS,'XELPMOC.NS',Xchanging Solutions Limited,EQ,09-Mar-2005,10,1,INE692G01013,10
XELPMOC,XELPMOC.NS,'XELPMOC.NS,'XPROINDIA.NS',Xelpmoc Design And Tech Limited,EQ,04-Feb-2019,10,1,INE01P501012,10
XPROINDIA,XPROINDIA.NS,'XPROINDIA.NS,'YAARII.NS',Xpro India Limited,BE,27-Apr-2004,10,1,INE445C01015,10
YAARII,YAARII.NS,'YAARII.NS,'YESBANK.NS',Yaarii Digital Integrated Services Limited,EQ,18-Aug-2011,2,1,INE126M01010,2
