Security Code,Issuer Name,Security Id,SYMBOL WITH BO,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
505594,,MULTIIN,MULTIIN.BO,MULTIPLUS HOLDINGS LTD.,Active,XT,10,INE886E01016,Diversified Commercial Services,Equity
505650,,SKYLMILAR,SKYLMILAR.BO,SKYLINE MILLARS LTD.,Active,X,1,INE178E01026,Commercial Vehicles,Equity
505658,,REMIPRO,REMIPRO.BO,REMI PROCESS PLANT & MACHINERY LTD.,Active,XT,10,INE513H01019,Industrial Machinery,Equity
505681,,BIMETAL,BIMETAL.BO,BIMETAL BEARINGS LTD.-$,Active,X,10,INE469A01019,Auto Parts & Equipment,Equity
505685,,TAPARIA,TAPARIA.BO,TAPARIA TOOLS LTD.,Active,XT,10,INE614R01014,Iron & Steel Products,Equity
505688,,BHARATGEAR,BHARATGEAR.BO,BHARAT GEARS LTD.,Active,B,10,INE561C01019,Auto Parts & Equipment,Equity
505690,,BRADYM,BRADYM.BO,BRADY & MORRIS ENGINEERING CO.LTD.,Active,X,10,INE856A01017,Commercial Vehicles,Equity
505693,,LATIMMETAL,LATIMMETAL.BO,La Tim Metal & Industries Ltd,Active,X,10,INE501N01012,Other Industrial Goods,Equity
505700,,ELECON,ELECON.BO,ELECON ENGINEERING CO.LTD.,Active,B,2,INE205B01023,Industrial Machinery,Equity
505703,,DECANBRG,DECANBRG.BO,DECCAN BEARINGS LTD.,Active,XT,10,INE498D01012,Industrial Machinery,Equity
505710,,GRAUWEIL,GRAUWEIL.BO,GRAUER & WEIL (INDIA) LTD.-$,Active,X,1,INE266D01021,Commodity Chemicals,Equity
505711,,GAJRA,GAJRA.BO,GAJRA BEVEL GEARS LTD.-$,Active,XT,10,INE282D01010,Auto Parts & Equipment,Equity
505712,,HIMTEK,HIMTEK.BO,Him Teknoforge Ltd,Active,X,2,INE705G01021,Auto Parts & Equipment,Equity
505714,,GABRIEL,GABRIEL.BO,GABRIEL INDIA LTD.-$,Active,A,1,INE524A01029,Auto Parts & Equipment,Equity
505720,,HERCULES,HERCULES.BO,HERCULES HOISTS LTD.,Active,B,1,INE688E01024,Industrial Machinery,Equity
505725,,HINDEVER,HINDEVER.BO,HINDUSTAN EVEREST TOOLS LTD.,Active,XT,10,INE598D01019,Other Industrial Goods,Equity
505726,,IFBIND,IFBIND.BO,IFB INDUSTRIES LTD.,Active,A,10,INE559A01017,Household Appliances,Equity
505729,,SINGER,SINGER.BO,SINGER INDIA LTD.,Active,X,2,INE638A01035,Household Appliances,Equity
505737,,INTLCOMBQ,INTLCOMBQ.BO,INTERNATIONAL COMBUSTION (INDIA) LTD.,Active,X,10,INE403C01014,Industrial Machinery,Equity
505744,,FMGOETZE,FMGOETZE.BO,FEDERAL-MOGUL GOETZE (INDIA) LTD.,Active,A,10,INE529A01010,Auto Parts & Equipment,Equity
505750,,JOSTS,JOSTS.BO,JOST&#39;S ENGINEERING CO.LTD.,Active,X,10,INE636D01017,Industrial Machinery,Equity
505790,,SCHAEFFLER,SCHAEFFLER.BO,Schaeffler India Ltd,Active,A,10,INE513A01014,Industrial Machinery,Equity
505800,,RANEHOLDIN,RANEHOLDIN.BO,RANE HOLDINGS LTD.,Active,A,10,INE384A01010,Auto Parts & Equipment,Equity
505807,,ROLCOEN,ROLCOEN.BO,ROLCON ENGINEERING CO.LTD.,Active,P,10,INE775R01013,Other Industrial Products,Equity
505827,,SNL,SNL.BO,SNL BEARINGS LTD.,Active,X,10,INE568F01017,Other Industrial Goods,Equity
505840,,JAIPAN,JAIPAN.BO,JAIPAN INDUSTRIES LTD.,Active,XT,10,INE058D01030,Household Appliances,Equity
505850,,MANCREDIT,MANCREDIT.BO,MANGAL CREDIT AND FINCORP LTD.,Active,X,10,INE545L01039,Finance (including NBFCs),Equity
505854,,TRF,TRF.BO,TRF LTD.-$,Active,B,10,INE391D01019,Industrial Machinery,Equity
505872,,WPIL,WPIL.BO,WPIL LTD.,Active,X,10,INE765D01014,Industrial Machinery,Equity
505890,,KENNAMET,KENNAMET.BO,KENNAMETAL INDIA LTD.-$,Active,A,10,INE717A01029,Industrial Machinery,Equity
505893,,HINDHARD,HINDHARD.BO,Hindustan Hardy Ltd,Active,X,10,INE724D01011,Auto Parts & Equipment,Equity
505978,,TRITONV,TRITONV.BO,TRITON VALVES LTD.,Active,X,10,INE440G01017,Auto Parts & Equipment,Equity
506003,,SUDAI,SUDAI.BO,SUDAL INDUSTRIES LTD.,Active,XT,10,INE618D01015,Aluminium,Equity
506022,,PRAKASH,PRAKASH.BO,PRAKASH INDUSTRIES LTD.,Active,A,10,INE603A01013,Iron & Steel/Interm.Products,Equity
506024,,HVL,HVL.BO,Hariyana Ventures Ltd,Active,ZP,10,INE219D01012,Iron & Steel/Interm.Products,Equity
506042,,ZPRBHSTE,ZPRBHSTE.BO,PRABHU STEEL INDUSTRIES LTD.,Active,P,10,INE821R01015,Iron & Steel/Interm.Products,Equity
506074,,ARSHIYA,ARSHIYA.BO,Arshiya Limited,Active,B,2,INE968D01022,Transportation - Logistics,Equity
506076,,GRINDWELL,GRINDWELL.BO,GRINDWELL NORTON LTD.-$,Active,A,5,INE536A01023,Other Industrial Products,Equity
506079,,LAKPRE,LAKPRE.BO,LAKSHMI PRECISION SCREWS LTD.,Active,Z,10,INE651C01018,Iron & Steel Products,Equity
506105,,STANROS,STANROS.BO,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,Active,X,10,INE441L01015,Investment Companies,Equity
506109,,GENESYS,GENESYS.BO,GENESYS INTERNATIONAL CORPORATION LTD.,Active,B,5,INE727B01026,IT Software Products,Equity
506120,,ALNATRD,ALNATRD.BO,ALNA TRADING & EXPORTS LTD.,Active,P,10,INE07I701011,Comm.Trading  & Distribution,Equity
506122,,PANKAJPIYUS,PANKAJPIYUS.BO,Pankaj Piyush Trade & Investment Ltd,Active,X,10,INE820M01018,Auto Parts & Equipment,Equity
506128,,PARNAXLAB,PARNAXLAB.BO,PARNAX LAB LTD.,Active,XT,10,INE383L01019,Pharmaceuticals,Equity
506134,,INTELLCAP,INTELLCAP.BO,INTELLIVATE CAPITAL VENTURES LTD.,Active,XT,1,INE512D01028,Plastic Products,Equity
506146,,VIVIDHA,VIVIDHA.BO,VISAGAR POLYTEX LTD.,Active,B,1,INE370E01029,Textiles,Equity
506161,,ISHWATR,ISHWATR.BO,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,Active,XT,10,INE073I01012,Finance (including NBFCs),Equity
506162,,TERRAFORM,TERRAFORM.BO,TERRAFORM MAGNUM LTD.,Active,P,10,INE122V01010,Other Financial Services,Equity
506166,,APIS,APIS.BO,APIS INDIA LTD.,Active,XT,10,INE070K01014,Other Food Products,Equity
506178,,ZKHATAUE,ZKHATAUE.BO,KHATAU EXIM LTD.,Active,XT,10,INE092P01017,Comm.Trading  & Distribution,Equity
506180,,EMERGENT,EMERGENT.BO,Emergent Industrial Solutions Ltd,Active,XT,10,INE668L01013,Comm.Trading  & Distribution,Equity
506184,,KANANIIND,KANANIIND.BO,KANANI INDUSTRIES LTD.,Active,B,1,INE879E01037,Other Apparels & Accessories,Equity
506186,,GCKL,GCKL.BO,Galaxy Cloud Kitchens Ltd-$,Active,XT,10,INE403B01016,Packaged Foods,Equity
506190,,ZSARVAMA,ZSARVAMA.BO,SARVAMANGAL MERCANTILE CO.LTD.,Active,XT,10,INE978L01016,Diversified Commercial Services,Equity
506194,,ASL,ASL.BO,Arihant Superstructures Limited,Active,T,10,INE643K01018,Realty,Equity
506196,,VIKSHEN,VIKSHEN.BO,VIKSIT ENGINEERING LTD.,Active,XT,10,INE965V01012,Comm.Trading  & Distribution,Equity
506197,,BLISSGVS,BLISSGVS.BO,BLISS GVS PHARMA LTD.,Active,A,1,INE416D01022,Pharmaceuticals,Equity
506222,,INEOSSTYRO,INEOSSTYRO.BO,INEOS Styrolution India Ltd,Active,B,10,INE189B01011,Specialty Chemicals,Equity
506235,,ALEMBICLTD,ALEMBICLTD.BO,ALEMBIC LTD.,Active,A,2,INE426A01027,Pharmaceuticals,Equity
506248,,AMNPLST,AMNPLST.BO,AMINES & PLASTICIZERS LTD.,Active,X,2,INE275D01022,Commodity Chemicals,Equity
506260,,ANUHPHR,ANUHPHR.BO,ANUH PHARMA LTD.,Active,X,5,INE489G01022,Pharmaceuticals,Equity
506261,,MODISNME,MODISNME.BO,MODISON METALS LTD.-$,Active,B,1,INE737D01021,Other Elect.Equip./ Prod.,Equity
506285,,BAYERCROP,BAYERCROP.BO,BAYER CROPSCIENCE LTD.,Active,A,10,INE462A01022,Agrochemicals,Equity
506313,,SASHWAT,SASHWAT.BO,Sashwat Technocrats Limited,Active,P,10,INE789D01014,Construction Materials,Equity
506365,,CHEMOPH,CHEMOPH.BO,CHEMO PHARMA LABORATORIES LTD.,Active,XT,10,INE320M01019,Pharmaceuticals,Equity
506390,,CLNINDIA,CLNINDIA.BO,CLARIANT CHEMICALS (INDIA) LTD.,Active,A,10,INE492A01029,Specialty Chemicals,Equity
506395,,COROMANDEL,COROMANDEL.BO,COROMANDEL INTERNATIONAL LTD.,Active,A,1,INE169A01031,Fertilizers,Equity
506401,,DEEPAKNI,DEEPAKNI.BO,DEEPAK NITRITE LTD.-$,Active,A,2,INE288B01029,Commodity Chemicals,Equity
506405,,DHARAMSI,DHARAMSI.BO,DHARAMSI MORARJI CHEMICAL CO.LTD.,Active,X,10,INE505A01010,Specialty Chemicals,Equity
506414,,FERMENTA,FERMENTA.BO,Fermenta Biotech Ltd,Active,X,5,INE225B01021,Pharmaceuticals,Equity
506480,,GOCLCORP,GOCLCORP.BO,GOCL Corporation Ltd-$,Active,B,2,INE077F01035,Oil Marketing & Distribution,Equity
506520,,JAYCH,JAYCH.BO,JAYSHREE CHEMICALS LTD.,Active,X,10,INE693E01016,Commodity Chemicals,Equity
506522,,JLMORI,JLMORI.BO,J.L.MORISON (INDIA) LTD.,Active,X,10,INE430D01015,Personal Products,Equity
506525,,KANORICHEM,KANORICHEM.BO,KANORIA CHEMICALS & INDUSTRIES LTD.,Active,B,5,INE138C01024,Commodity Chemicals,Equity
506528,,KELENRG,KELENRG.BO,KELTECH ENERGIES LTD.,Active,X,10,INE881E01017,Specialty Chemicals,Equity
506530,,KEMP,KEMP.BO,KEMP & COMPANY LTD.,Active,X,10,INE060E01018,Containers & Packaging,Equity
506532,,NITTAGELA,NITTAGELA.BO,NITTA GELATIN INDIA LTD.-$,Active,X,10,INE265B01019,Specialty Chemicals,Equity
506543,,MPAGI,MPAGI.BO,M.P.AGRO INDUSTRIES LTD.,Active,XT,10,INE468C01017,Fertilizers,Equity
506579,,ORIENTCQ,ORIENTCQ.BO,ORIENTAL CARBON & CHEMICALS LTD.-$,Active,A,10,INE321D01016,Commodity Chemicals,Equity
506590,,PHILIPCARB,PHILIPCARB.BO,PHILLIPS CARBON BLACK LTD.,Active,A,2,INE602A01023,Carbon Black,Equity
506597,,AMAL,AMAL.BO,AMAL LTD.,Active,X,10,INE841D01013,Specialty Chemicals,Equity
506605,,POLYCHEM,POLYCHEM.BO,POLYCHEM LTD.,Active,X,10,INE752B01024,Commodity Chemicals,Equity
506618,,PUNJABCHEM,PUNJABCHEM.BO,PUNJAB CHEMICALS AND CROP PROTECTION LTD.-$,Active,B,10,INE277B01014,Agrochemicals,Equity
506640,,GUJCMDS,GUJCMDS.BO,GUJCHEM DISTILLERS INDIA LTD.,Active,XT,10,INE218N01013,Commodity Chemicals,Equity
506642,,SADHNANIQ,SADHNANIQ.BO,SADHANA NITROCHEM LTD.,Active,X,1,INE888C01040,Commodity Chemicals,Equity
506655,,SUDARSCHEM,SUDARSCHEM.BO,SUDARSHAN CHEMICAL INDUSTRIES LTD.,Active,A,2,INE659A01023,Specialty Chemicals,Equity
506685,,ULTRAMAR,ULTRAMAR.BO,ULTRAMARINE & PIGMENTS LTD.-$,Active,X,2,INE405A01021,Specialty Chemicals,Equity
506687,,TRANSPEK,TRANSPEK.BO,TRANSPEK INDUSTRY LTD.-$,Active,X,10,INE687A01016,Commodity Chemicals,Equity
506690,,UNICHEMLAB,UNICHEMLAB.BO,UNICHEM LABORATORIES LTD.,Active,A,2,INE351A01035,Pharmaceuticals,Equity
506734,,MYSORPETRO,MYSORPETRO.BO,MYSORE PETRO CHEMICALS LTD.-$,Active,X,10,INE741A01011,Commodity Chemicals,Equity
506767,,ALKYLAMINE,ALKYLAMINE.BO,ALKYL AMINES CHEMICALS LTD.-$,Active,A,2,INE150B01039,Specialty Chemicals,Equity
506808,,TUTIALKA,TUTIALKA.BO,Tuticorin Alkali Chemicals And Fertilizers Ltd,Active,X,10,INE400A01014,Commodity Chemicals,Equity
506820,,ASTRAZEN,ASTRAZEN.BO,ASTRAZENECA PHARMA INDIA LTD.,Active,A,2,INE203A01020,Pharmaceuticals,Equity
506852,,PACL,PACL.BO,PUNJAB ALKALIES & CHEMICALS LTD.,Active,X,10,INE607A01014,Commodity Chemicals,Equity
506854,,TANFACIND,TANFACIND.BO,TANFAC INDUSTRIES LTD.-$,Active,X,10,INE639B01015,Commodity Chemicals,Equity
506858,,GUJPETR,GUJPETR.BO,GUJARAT PETROSYNTHESE LTD.,Active,XT,10,INE636P01011,Fibres & Plastics,Equity
506863,,SWADEIN,SWADEIN.BO,SWADESHI INDUSTRIES LEASING CO.LTD.,Active,X,10,INE716M01034,Containers & Packaging,Equity
506867,,MASCH,MASCH.BO,MASTER CHEMICALS LTD.,Active,XT,10,INE523D01017,Textiles,Equity
506879,,GUJTHEM,GUJTHEM.BO,GUJARAT THEMIS BIOSYN LTD.,Active,X,5,INE942C01029,Pharmaceuticals,Equity
506910,,JAYSYN,JAYSYN.BO,JAYSYNTH DYESTUFF (INDIA) LTD.,Active,X,1,INE703C01025,Specialty Chemicals,Equity
506919,,MAKERSL,MAKERSL.BO,MAKERS LABORATORIES LTD.-$,Active,X,10,INE987A01010,Pharmaceuticals,Equity
506935,,CONTCHM,CONTCHM.BO,CONTINENTAL CHEMICALS LTD.,Active,XT,10,INE423K01015,IT Software Products,Equity
506943,,JBCHEPHARM,JBCHEPHARM.BO,J.B.CHEMICALS & PHARMACEUTICALS LTD.,Active,A,2,INE572A01028,Pharmaceuticals,Equity
506945,,IGLFXPL-B,IGLFXPL-B.BO,INDO GULF INDUSTRIES LTD.,Active,P,1,INE684U01011,Specialty Chemicals,Equity
506947,,ADVPETR-B,ADVPETR-B.BO,ADVANCE PETROCHEMICALS LTD.,Active,P,10,INE334N01018,Commodity Chemicals,Equity
506975,,RAJSPTR,RAJSPTR.BO,RAJASTHAN PETRO SYNTHETICS LTD.,Active,P,10,INE374C01017,Textiles,Equity
506981,,BLUECHIPT,BLUECHIPT.BO,BLUE CHIP TEX INDUSTRIES LTD.,Active,X,10,INE472D01017,Textiles,Equity
507155,,JAGAJITIND,JAGAJITIND.BO,JAGATJIT INDUSTRIES LTD.,Active,XT,10,INE574A01016,Breweries & Distilleries,Equity
507180,,KESARENT,KESARENT.BO,KESAR ENTERPRISES LTD.-$,Active,X,10,INE133B01019,Sugar,Equity
507205,,TI,TI.BO,TILAKNAGAR INDUSTRIES LTD.-$,Active,B,10,INE133E01013,Breweries & Distilleries,Equity
507265,,EMERALL,EMERALL.BO,Emerald Leisures Ltd,Active,XT,10,INE044N01013,Other Leisure Facilities,Equity
507300,,RAVALSUGAR,RAVALSUGAR.BO,RAVALGAON SUGAR FARM LTD.,Active,XT,50,INE615A01017,Sugar,Equity
507315,,SAKHTISUG,SAKHTISUG.BO,SAKTHI SUGARS LTD.,Active,B,10,INE623A01011,Sugar,Equity
507410,,WALCHANNAG,WALCHANNAG.BO,WALCHANDNAGAR INDUSTRIES LTD.,Active,B,2,INE711A01022,Diversified,Equity
507435,,KHODAY,KHODAY.BO,KHODAY INDIA LTD.-$,Active,XT,10,INE687B01014,Breweries & Distilleries,Equity
507438,,IFBAGRO,IFBAGRO.BO,IFB AGRO INDUSTRIES LTD.,Active,B,10,INE076C01018,Breweries & Distilleries,Equity
507442,,DHARSUGAR,DHARSUGAR.BO,DHARANI SUGARS & CHEMICALS LTD.,Active,B,10,INE988C01014,Sugar,Equity
507450,,THIRUSUGAR,THIRUSUGAR.BO,THIRU AROORAN SUGARS LTD.,Active,Z,10,INE409A01015,Sugar,Equity
507474,,KFBL,KFBL.BO,KOTHARI FERMENTATION & BIOCHEM LTD.,Active,X,10,INE991B01010,Other Food Products,Equity
507486,,CAPRO,CAPRO.BO,CAPROLACTAM CHEMICALS LTD.,Active,XT,10,INE470N01010,Commodity Chemicals,Equity
507488,,GMBREW,GMBREW.BO,G.M.BREWERIES LTD.,Active,B,10,INE075D01018,Breweries & Distilleries,Equity
507490,,RANASUG,RANASUG.BO,RANA SUGARS LTD.,Active,B,10,INE625B01014,Sugar,Equity
507498,,PICCASUG,PICCASUG.BO,PICCADILY SUGAR & ALLIED INDUSTRIES LTD.,Active,XT,10,INE544C01023,Sugar,Equity
507508,,RIGASUG,RIGASUG.BO,RIGA SUGAR COMPANY LTD.-$,Active,X,10,INE909C01010,Sugar,Equity
507514,,SDBL,SDBL.BO,SOM DISTILLERIES & BREWERIES LTD.,Active,B,5,INE480C01020,Breweries & Distilleries,Equity
507515,,CJGEL,CJGEL.BO,C.J.GELATINE PRODUCTS LTD.,Active,XT,10,INE557D01015,Specialty Chemicals,Equity
507522,,MOUNTSHIQ,MOUNTSHIQ.BO,MOUNT SHIVALIK INDUSTRIES LTD.-$,Active,Z,10,INE410C01019,Breweries & Distilleries,Equity
507525,,AMRITCORP,AMRITCORP.BO,AMRIT CORP.LTD.-$,Active,X,10,INE866E01026,Packaged Foods,Equity
507526,,ASALCBR,ASALCBR.BO,ASSOCIATED ALCOHOLS & BREWERIES LTD.,Active,B,10,INE073G01016,Breweries & Distilleries,Equity
507543,,CORAGRO,CORAGRO.BO,COROMANDEL AGRO PRODUCTS & OILS LTD.,Active,P,10,INE495D01018,Edible Oils,Equity
507552,,FOODSIN,FOODSIN.BO,FOODS & INNS LTD.,Active,X,1,INE976E01023,Other Food Products,Equity
507580,,IVP,IVP.BO,IVP LTD.,Active,B,10,INE043C01018,Commodity Chemicals,Equity
507598,,KLRFM,KLRFM.BO,Kovilpatti Lakshmi Roller Flour Mills Ltd,Active,X,10,INE014E01015,Other Food Products,Equity
507609,,OLYOI,OLYOI.BO,OLYMPIC OIL INDUSTRIES LTD.,Active,XT,10,INE286E01019,Other Agricultural Products,Equity
507621,,MLKFOOD,MLKFOOD.BO,MILKFOOD LTD.,Active,X,10,INE588G01013,Packaged Foods,Equity
507645,,POLSON,POLSON.BO,POLSON LTD.,Active,X,50,INE339F01021,Specialty Chemicals,Equity
507663,,SAGRSOY-B,SAGRSOY-B.BO,SAGAR SOYA PRODUCTS LTD.,Active,P,10,INE131O01024,Edible Oils,Equity
507685,,WIPRO,WIPRO.BO,WIPRO LTD.,Active,A,2,INE075A01022,IT Consulting & Software,Equity
507690,,ORIBEVER,ORIBEVER.BO,ORIENT BEVERAGES LTD.,Active,X,10,INE247F01018,Non-alcoholic Beverages,Equity
507717,,DHANUKA,DHANUKA.BO,DHANUKA AGRITECH LTD.,Active,A,2,INE435G01025,Agrochemicals,Equity
507747,,TTKHEALTH,TTKHEALTH.BO,TTK HEALTHCARE LTD.-$,Active,B,10,INE910C01018,Pharmaceuticals,Equity
507753,,TGVSL,TGVSL.BO,TGV Sraac Ltd,Active,X,10,INE284B01028,Commodity Chemicals,Equity
507759,,LIMECHM,LIMECHM.BO,LIME CHEMICALS LTD.,Active,X,10,INE891G01011,Commodity Chemicals,Equity
507779,,KANPRPLA,KANPRPLA.BO,KANPUR PLASTIPACK LTD.,Active,B,10,INE694E01014,Containers & Packaging,Equity
507785,,TAINWALCHM,TAINWALCHM.BO,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,Active,B,10,INE123C01018,Plastic Products,Equity
507789,,JAGSNPHARM,JAGSNPHARM.BO,JAGSONPAL PHARMACEUTICALS LTD.,Active,B,5,INE048B01027,Pharmaceuticals,Equity
507794,,KHAICHEM,KHAICHEM.BO,KHAITAN CHEMICALS & FERTILIZERS LTD.,Active,B,1,INE745B01028,Fertilizers,Equity
507808,,UNTTEMI,UNTTEMI.BO,UNITED LEASING & INDUSTRIES LTD.,Active,P,10,INE357P01014,Textiles,Equity
507815,,GILLETTE,GILLETTE.BO,GILLETTE INDIA LTD.,Active,A,10,INE322A01010,Personal Products,Equity
507817,,WIREFABR,WIREFABR.BO,WIRES & FABRIKS (SA) LTD.,Active,X,10,INE469D01013,Textiles,Equity
507828,,ANSALHSG,ANSALHSG.BO,Ansal Housing Ltd-$,Active,B,10,INE880B01015,Realty,Equity
507836,,MCCHRLS-B,MCCHRLS-B.BO,MAC CHARLES (INDIA) LTD.,Active,X,10,INE435D01014,Hotels,Equity
507852,,ADDIND,ADDIND.BO,ADDI INDUSTRIES LTD.-$,Active,X,5,INE757C01021,Other Apparels & Accessories,Equity
507864,,PIONRINV,PIONRINV.BO,PIONEER INVESTCORP LTD.,Active,X,10,INE746D01014,Other Financial Services,Equity
507872,,ASHNOOR,ASHNOOR.BO,ASHNOOR TEXTILE MILLS LTD.,Active,XT,10,INE372I01018,Textiles,Equity
507878,,UNITECH,UNITECH.BO,UNITECH LTD.,Active,Z,2,INE694A01020,Realty,Equity
507880,,VIPIND,VIPIND.BO,V.I.P.INDUSTRIES LTD.-$,Active,A,2,INE054A01027,Other Apparels & Accessories,Equity
507886,,DHRUVES,DHRUVES.BO,DHRUV ESTATES LTD.,Active,XT,10,INE780E01011,Realty,Equity
507894,,SCHABLON,SCHABLON.BO,SCHABLONA INDIA LTD.,Active,X,4,INE024C01026,Furniture-Furnishing-Paints,Equity
507910,,FIBERWEB,FIBERWEB.BO,FIBERWEB (INDIA) LTD.,Active,X,10,INE296C01020,Plastic Products,Equity
507912,,LKPFIN,LKPFIN.BO,LKP Finance Limited,Active,X,10,INE724A01017,Other Financial Services,Equity
507917,,EASTBUILD,EASTBUILD.BO,EAST BUILDTECH LTD.,Active,XT,10,INE706N01017,Realty,Equity
507938,,MNPLFIN,MNPLFIN.BO,MANIPAL FINANCE CORPORATION LTD.,Active,P,10,INE798E01013,Finance (including NBFCs),Equity
507944,,BAJAJST,BAJAJST.BO,BAJAJ STEEL INDUSTRIES LTD.,Active,X,5,INE704G01024,Industrial Machinery,Equity
507946,,KIDUJA,KIDUJA.BO,KIDUJA INDIA LTD.,Active,X,10,INE845A01010,Comm.Trading  & Distribution,Equity
507948,,KEYCORP,KEYCORP.BO,KEY CORP LTD.,Active,XT,10,INE130F01016,Finance (including NBFCs),Equity
507952,,SHIKHARLETR,SHIKHARLETR.BO,SHIKHAR LEASING & TRADING LTD.,Active,XT,10,INE02BV01019,Finance (including NBFCs),Equity
507960,,GUJHOTE,GUJHOTE.BO,GUJARAT HOTELS LTD.,Active,X,10,INE621C01011,Hotels,Equity
507962,,RAJATH,RAJATH.BO,Rajath Finance Limited,Active,X,10,INE455H01013,Finance (including NBFCs),Equity
507966,,RASRESOR,RASRESOR.BO,RAS RESORTS & APART HOTELS LTD.,Active,X,10,INE651D01016,Hotels,Equity
507970,,PARMCOS-B,PARMCOS-B.BO,PARAMOUNT COSMETICS (INDIA) LTD.,Active,X,10,INE143I01013,Personal Products,Equity
507981,,JINDHOT,JINDHOT.BO,JINDAL HOTELS LTD.,Active,X,10,INE726D01016,Hotels,Equity
507987,,JPTRLES,JPTRLES.BO,JUPITER INDUSTRIES & LEASING LTD.,Active,P,10,INE990E01016,Finance (including NBFCs),Equity
507998,,SIMMOND,SIMMOND.BO,SIMMONDS MARSHALL LTD.,Active,X,2,INE657D01021,Auto Parts & Equipment,Equity
508136,,BNALTD,BNALTD.BO,B & A LTD.,Active,X,10,INE489D01011,Tea & Coffee,Equity
508306,,LEDOTEA,LEDOTEA.BO,LEDO TEA CO.LTD.,Active,X,10,INE643B01017,Tea & Coffee,Equity
508486,,HAWKINCOOK,HAWKINCOOK.BO,HAWKINS COOKERS LTD.-$,Active,A,10,INE979B01015,Houseware,Equity
508494,,WARRENTEA,WARRENTEA.BO,WARREN TEA LTD.-$,Active,X,10,INE712A01012,Tea & Coffee,Equity
508571,,COCHMAL,COCHMAL.BO,COCHIN MALABAR ESTATES & INDUSTRIES LTD.,Active,X,10,INE788M01017,Auto Tyres & Rubber Products,Equity
508664,,BESTEAST,BESTEAST.BO,BEST EASTERN HOTELS LTD.,Active,X,1,INE553F01035,Hotels,Equity
508670,,NEAGI,NEAGI.BO,NEELAMALAI AGRO INDUSTRIES LTD.,Active,P,10,INE605D01012,Tea & Coffee,Equity
508807,,ISTLTD,ISTLTD.BO,IST LTD.,Active,X,5,INE684B01029,Auto Parts & Equipment,Equity
508814,,COSMOFILMS,COSMOFILMS.BO,COSMO FILMS LTD.,Active,A,10,INE757A01017,Containers & Packaging,Equity
508867,,NEWMKTADV,NEWMKTADV.BO,NEW MARKETS ADVISORY LTD.,Active,XT,10,INE800K01014,IT Software Products,Equity
508869,,APOLLOHOSP,APOLLOHOSP.BO,APOLLO HOSPITALS ENTERPRISE LTD.,Active,A,5,INE437A01024,Healthcare Facilities,Equity
508875,,NITINCAST,NITINCAST.BO,Nitin Castings Ltd,Active,X,5,INE861H01020,Diversified Commercial Services,Equity
508905,,SMIFS,SMIFS.BO,SMIFS CAPITAL MARKETS LTD.,Active,X,10,INE641A01013,Other Financial Services,Equity
508906,,EVERESTIND,EVERESTIND.BO,EVEREST INDUSTRIES LTD.,Active,B,10,INE295A01018,Cement & Cement Products,Equity
508918,,IRONWOOD,IRONWOOD.BO,Ironwood Education Ltd,Active,X,10,INE791H01011,Education,Equity
508922,,MSRINDIA,MSRINDIA.BO,MSR INDIA LTD.,Active,XT,5,INE331L01026,Houseware,Equity
508924,,NORTHPR,NORTHPR.BO,NORTHERN PROJECTS LTD.,Active,XT,10,INE01CZ01010,Diversified Commercial Services,Equity
508929,,JOYREALTY,JOYREALTY.BO,Joy Realty Limited,Active,XT,10,INE433O01024,Realty,Equity
508933,,AYMSYNTEX,AYMSYNTEX.BO,AYM Syntex Ltd,Active,B,10,INE193B01039,Textiles,Equity
508941,,PANCARBON,PANCARBON.BO,PANASONIC CARBON INDIA CO.LTD.-$,Active,X,10,INE013E01017,Other Industrial Goods,Equity
508954,,FINKURVE,FINKURVE.BO,Finkurve Financial Services Ltd,Active,X,1,INE734I01027,Finance (including NBFCs),Equity
508956,,HBLEAS,HBLEAS.BO,HB LEASING & FINANCE CO.LTD.,Active,XT,10,INE549B01016,Finance (including NBFCs),Equity
508961,,SHRICON,SHRICON.BO,SHRICON INDUSTRIES LTD.,Active,XT,10,INE753D01010,Finance (including NBFCs),Equity
508963,,STRLGUA,STRLGUA.BO,STERLING GUARANTY & FINANCE LTD.,Active,XT,10,INE668Y01016,Finance (including NBFCs),Equity
508969,,SULABEN,SULABEN.BO,SULABH ENGINEERS & SERVICES LTD.,Active,X,1,INE673M01029,Finance (including NBFCs),Equity
508980,,FRONTCAP,FRONTCAP.BO,Frontier Capital Ltd,Active,XT,10,INE977E01013,Diversified Commercial Services,Equity
508989,,NAVNETEDUL,NAVNETEDUL.BO,Navneet Education Limited,Active,A,2,INE060A01024,Publishing,Equity
508993,,KEDIACN,KEDIACN.BO,KEDIA CONSTRUCTION CO.LTD.,Active,XT,5,INE511J01027,Realty,Equity
508996,,SATRAPROP,SATRAPROP.BO,SATRA PROPERTIES (INDIA) LTD.,Active,Z,2,INE086E01021,Realty,Equity
509003,,TRANOCE,TRANOCE.BO,TRANSOCEANIC PROPERTIES LTD.,Active,XT,10,INE074J01018,Diversified Commercial Services,Equity
