Security Code,Issuer Name,Security Id,SYMBOL WITH BO,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
500002,,ABB,ABB.BO,ABB India Limited,Active,A,2,INE117A01022,Heavy Electrical Equipment,Equity
500003,,AEGISLOG,AEGISLOG.BO,AEGIS LOGISTICS LTD.,Active,A,1,INE208C01025,Oil Marketing & Distribution,Equity
500008,,AMARAJABAT,AMARAJABAT.BO,AMARA RAJA BATTERIES LTD.,Active,A,1,INE885A01032,Auto Parts & Equipment,Equity
500009,,AMBALALSA,AMBALALSA.BO,AMBALAL SARABHAI ENTERPRISES LTD.,Active,X,10,INE432A01017,Pharmaceuticals,Equity
500010,,HDFC,HDFC.BO,HOUSING DEVELOPMENT FINANCE CORP.LTD.,Active,A,2,INE001A01036,Housing Finance,Equity
500012,,ANDHRAPET,ANDHRAPET.BO,ANDHRA PETROCHEMICALS LTD.,Active,X,10,INE714B01016,Commodity Chemicals,Equity
500013,,ANSALAPI,ANSALAPI.BO,ANSAL PROPERTIES & INFRASTRUCTURE LTD.,Active,B,5,INE436A01026,Realty,Equity
500014,,UTIQUE,UTIQUE.BO,Utique Enterprises Ltd,Active,X,10,INE096A01010,Finance (including NBFCs),Equity
500016,,ARUNAHTEL,ARUNAHTEL.BO,ARUNA HOTELS LTD.,Active,XT,10,INE957C01019,Hotels,Equity
500020,,BOMDYEING,BOMDYEING.BO,BOMBAY DYEING & MFG.CO.LTD.,Active,A,2,INE032A01023,Textiles,Equity
500023,,ASIANHOTNR,ASIANHOTNR.BO,Asian Hotels (North) Limited,Active,B,10,INE363A01022,Hotels,Equity
500027,,ATUL,ATUL.BO,ATUL LTD.,Active,A,10,INE100A01010,Specialty Chemicals,Equity
500028,,ATVPR,ATVPR.BO,ATV PROJECTS INDIA LTD.,Active,XT,10,INE447A01015,Construction & Engineering,Equity
500031,,BAJAJELEC,BAJAJELEC.BO,BAJAJ ELECTRICALS LTD.-$,Active,A,2,INE193E01025,Household Appliances,Equity
500032,,BAJAJHIND,BAJAJHIND.BO,Bajaj Hindusthan Sugar Limited,Active,A,1,INE306A01021,Sugar,Equity
500033,,FORCEMOT,FORCEMOT.BO,FORCE MOTORS LTD.-$,Active,A,10,INE451A01017,Cars & Utility Vehicles,Equity
500034,,BAJFINANCE,BAJFINANCE.BO,Bajaj Finance Limited,Active,A,2,INE296A01024,Finance (including NBFCs),Equity
500038,,BALRAMCHIN,BALRAMCHIN.BO,BALRAMPUR CHINI MILLS LTD.,Active,A,1,INE119A01028,Sugar,Equity
500039,,BANCOINDIA,BANCOINDIA.BO,BANCO PRODUCTS (INDIA) LTD.-$,Active,B,2,INE213C01025,Auto Parts & Equipment,Equity
500040,,CENTURYTEX,CENTURYTEX.BO,CENTURY TEXTILES & INDUSTRIES LTD.,Active,A,10,INE055A01016,Paper & Paper Products,Equity
500041,,BANARISUG,BANARISUG.BO,BANNARI AMMAN SUGARS LTD.,Active,A,10,INE459A01010,Sugar,Equity
500042,,BASF,BASF.BO,BASF INDIA LTD.,Active,A,10,INE373A01013,Specialty Chemicals,Equity
500043,,BATAINDIA,BATAINDIA.BO,BATA INDIA LTD.,Active,A,5,INE176A01028,Footwear,Equity
500048,,BEML,BEML.BO,BEML LTD.,Active,A,10,INE258A01016,Commercial Vehicles,Equity
500049,,BEL,BEL.BO,BHARAT ELECTRONICS LTD.,Active,A,1,INE263A01024,Defence,Equity
500052,,BEPL,BEPL.BO,BHANSALI ENGINEERING POLYMERS LTD.-$,Active,A,1,INE922A01025,Specialty Chemicals,Equity
500055,,TATASTLBSL,TATASTLBSL.BO,Tata Steel Bsl Ltd,Active,B,2,INE824B01021,Iron & Steel/Interm.Products,Equity
500058,,BIHSPONG,BIHSPONG.BO,BIHAR SPONGE IRON LTD.,Active,XT,10,INE819C01011,Iron & Steel/Interm.Products,Equity
500060,,BIRLACABLE,BIRLACABLE.BO,Birla Cable Ltd,Active,B,10,INE800A01015,Other Elect.Equip./ Prod.,Equity
500067,,BLUESTARCO,BLUESTARCO.BO,BLUE STAR LTD.,Active,A,2,INE472A01039,Consumer Electronics,Equity
500068,,DISAQ,DISAQ.BO,DISA INDIA LTD.,Active,X,10,INE131C01011,Industrial Machinery,Equity
500069,,BNKCAP,BNKCAP.BO,BNK CAPITAL MARKETS LTD.,Active,XT,10,INE418C01012,Other Financial Services,Equity
500074,,BPL,BPL.BO,BPL LTD.,Active,B,10,INE110A01019,Consumer Electronics,Equity
500078,,OAL,OAL.BO,Oriental Aromatics Ltd-$,Active,B,5,INE959C01023,Specialty Chemicals,Equity
500083,,CENTEXT,CENTEXT.BO,CENTURY EXTRUSIONS LTD.,Active,B,1,INE281A01026,Aluminium,Equity
500084,,CESC,CESC.BO,CESC LTD.,Active,A,10,INE486A01013,Electric Utilities,Equity
500085,,CHAMBLFERT,CHAMBLFERT.BO,CHAMBAL FERTILISERS & CHEMICALS LTD.,Active,A,10,INE085A01013,Fertilizers,Equity
500086,,EXIDEIND,EXIDEIND.BO,EXIDE INDUSTRIES LTD.,Active,A,1,INE302A01020,Auto Parts & Equipment,Equity
500087,,CIPLA,CIPLA.BO,CIPLA LTD.,Active,A,2,INE059A01026,Pharmaceuticals,Equity
500089,,DICIND,DICIND.BO,DIC INDIA LTD.,Active,B,10,INE303A01010,Specialty Chemicals,Equity
500092,,CRISIL,CRISIL.BO,CRISIL LTD.,Active,A,1,INE007A01025,Other Financial Services,Equity
500093,,CGPOWER,CGPOWER.BO,CG Power and Industrial Solutions Ltd,Active,B,2,INE067A01029,Heavy Electrical Equipment,Equity
500096,,DABUR,DABUR.BO,DABUR INDIA LTD.,Active,A,1,INE016A01026,Personal Products,Equity
500097,,DALMIASUG,DALMIASUG.BO,Dalmia Bharat Sugar and Industries Ltd,Active,A,2,INE495A01022,Sugar,Equity
500101,,ARVIND,ARVIND.BO,ARVIND LTD.,Active,A,10,INE034A01011,Textiles,Equity
500102,,BALLARPUR,BALLARPUR.BO,BALLARPUR INDUSTRIES LTD.,Active,Z,2,INE294A01037,Paper & Paper Products,Equity
500103,,BHEL,BHEL.BO,BHARAT HEAVY ELECTRICALS LTD.,Active,A,2,INE257A01026,Heavy Electrical Equipment,Equity
500104,,HINDPETRO*,HINDPETRO*.BO,HINDUSTAN PETROLEUM CORPORATION LTD.,Active,A,10,INE094A01015,Refineries/ Petro-Products,Equity
500106,,IFCI,IFCI.BO,IFCI LTD.,Active,A,10,INE039A01010,Financial Institutions,Equity
500108,,MTNL,MTNL.BO,MAHANAGAR TELEPHONE NIGAM LTD.,Active,B,10,INE153A01019,Telecom Services,Equity
500109,,MRPL,MRPL.BO,MANGALORE REFINERY & PETROCHEMICALS LTD.,Active,A,10,INE103A01014,Refineries/ Petro-Products,Equity
500110,,CHENNPETRO,CHENNPETRO.BO,CHENNAI PETROLEUM CORPORATION LTD.,Active,A,10,INE178A01016,Refineries/ Petro-Products,Equity
500111,,RELCAPITAL,RELCAPITAL.BO,RELIANCE CAPITAL LTD.,Active,B,10,INE013A01015,Finance (including NBFCs),Equity
500112,,SBIN,SBIN.BO,STATE BANK OF INDIA,Active,A,1,INE062A01020,Banks,Equity
500113,,SAIL,SAIL.BO,STEEL AUTHORITY OF INDIA LTD.,Active,A,10,INE114A01011,Iron & Steel/Interm.Products,Equity
500114,,TITAN,TITAN.BO,Titan Company Limited,Active,A,1,INE280A01028,Other Apparels & Accessories,Equity
500116,,IDBI,IDBI.BO,IDBI BANK LTD.,Active,A,10,INE008A01015,Banks,Equity
500117,,DCW,DCW.BO,DCW LTD.,Active,B,2,INE500A01029,Petrochemicals,Equity
500119,,DHAMPURSUG,DHAMPURSUG.BO,DHAMPUR SUGAR MILLS LTD.,Active,A,10,INE041A01016,Sugar,Equity
500120,,DIAMINESQ,DIAMINESQ.BO,DIAMINES & CHEMICALS LTD.-$,Active,X,10,INE591D01014,Specialty Chemicals,Equity
500123,,ELANTAS,ELANTAS.BO,ELANTAS BECK INDIA LTD.-$,Active,A,10,INE280B01018,Commodity Chemicals,Equity
500124,,DRREDDY,DRREDDY.BO,DR.REDDY&#39;S LABORATORIES LTD.,Active,A,5,INE089A01023,Pharmaceuticals,Equity
500125,,EIDPARRY,EIDPARRY.BO,E.I.D.-PARRY (INDIA) LTD.,Active,A,1,INE126A01031,Sugar,Equity
500126,,PGHL,PGHL.BO,Procter & Gamble Health Ltd,Active,A,10,INE199A01012,Pharmaceuticals,Equity
500128,,ELECTCAST,ELECTCAST.BO,ELECTROSTEEL CASTINGS LTD.,Active,B,1,INE086A01029,Construction & Engineering,Equity
500133,,ESABINDIA,ESABINDIA.BO,ESAB INDIA LTD.,Active,A,10,INE284A01012,Other Industrial Goods,Equity
500135,,EPL,EPL.BO,EPL Ltd,Active,A,2,INE255A01020,Containers & Packaging,Equity
500136,,ESTER,ESTER.BO,ESTER INDUSTRIES LTD.,Active,B,5,INE778B01029,Containers & Packaging,Equity
500142,,FGP,FGP.BO,FGP LTD.,Active,X,10,INE512A01016,Finance (including NBFCs),Equity
500143,,PHCAP,PHCAP.BO,PH CAPITAL LTD.,Active,X,10,INE160F01013,Comm.Trading  & Distribution,Equity
500144,,FINCABLES,FINCABLES.BO,FINOLEX CABLES LTD.,Active,A,2,INE235A01022,Other Elect.Equip./ Prod.,Equity
500147,,COCKERILL,COCKERILL.BO,John Cockerill India Ltd-$,Active,X,10,INE515A01019,Industrial Machinery,Equity
500148,,UFLEX,UFLEX.BO,UFLEX LTD.,Active,A,10,INE516A01017,Containers & Packaging,Equity
500150,,FOSECOIND,FOSECOIND.BO,FOSECO INDIA LTD.,Active,B,10,INE519A01011,Commodity Chemicals,Equity
500151,,GOLDENTOBC,GOLDENTOBC.BO,GOLDEN TOBACCO LTD.,Active,B,10,INE973A01010,Cigarettes-Tobacco Products,Equity
500153,,GANESHBE,GANESHBE.BO,GANESH BENZOPLAST LTD.,Active,X,1,INE388A01029,Commodity Chemicals,Equity
500159,,METROGLOBL,METROGLOBL.BO,Metroglobal Limited,Active,X,10,INE085D01033,Paper & Paper Products,Equity
500160,,GTL,GTL.BO,GTL LTD.,Active,B,10,INE043A01012,Other Telecom Services,Equity
500163,,GODFRYPHLP,GODFRYPHLP.BO,GODFREY PHILLIPS INDIA LTD.,Active,A,2,INE260B01028,Cigarettes-Tobacco Products,Equity
500164,,GODREJIND,GODREJIND.BO,GODREJ INDUSTRIES LTD.,Active,A,1,INE233A01035,Commodity Chemicals,Equity
500165,,KANSAINER,KANSAINER.BO,KANSAI NEROLAC PAINTS LTD.,Active,A,1,INE531A01024,Furniture-Furnishing-Paints,Equity
500166,,GOODRICKE,GOODRICKE.BO,GOODRICKE GROUP LTD.,Active,X,10,INE300A01016,Tea & Coffee,Equity
500168,,GOODYEAR,GOODYEAR.BO,GOODYEAR INDIA LTD.,Active,A,10,INE533A01012,Auto Tyres & Rubber Products,Equity
500170,,GTNINDS,GTNINDS.BO,GTN INDUSTRIES LTD.,Active,X,10,INE537A01013,Textiles,Equity
500171,,GHCL,GHCL.BO,GHCL LTD.,Active,A,10,INE539A01019,Commodity Chemicals,Equity
500173,,GFLLIMITED,GFLLIMITED.BO,GFL Ltd,Active,A,1,INE538A01037,Industrial Gases,Equity
500174,,GLFL,GLFL.BO,GUJARAT LEASE FINANCING LTD.,Active,B,10,INE540A01017,Finance (including NBFCs),Equity
500179,,HCL-INSYS,HCL-INSYS.BO,HCL INFOSYSTEMS LTD.,Active,B,2,INE236A01020,Computer Hardware,Equity
500180,,HDFCBANK,HDFCBANK.BO,HDFC Bank Ltd,Active,A,1,INE040A01034,Banks,Equity
500182,,HEROMOTOCO,HEROMOTOCO.BO,HERO MOTOCORP LTD.,Active,A,2,INE158A01026,2/3 Wheelers,Equity
500183,,HFCL,HFCL.BO,HFCL Ltd,Active,A,1,INE548A01028,Telecom Cables,Equity
500184,,HSCL,HSCL.BO,Himadri Speciality Chemical Ltd,Active,A,1,INE019C01026,Specialty Chemicals,Equity
500185,,HCC,HCC.BO,HINDUSTAN CONSTRUCTION CO.LTD.,Active,A,1,INE549A01026,Construction & Engineering,Equity
500186,,HINDOILEXP,HINDOILEXP.BO,HINDUSTAN OIL EXPLORATION CO.LTD.,Active,A,10,INE345A01011,Exploration & Production,Equity
500187,,HSIL,HSIL.BO,HSIL LTD.,Active,B,2,INE415A01038,Containers & Packaging,Equity
500188,,HINDZINC,HINDZINC.BO,HINDUSTAN ZINC LTD.,Active,A,2,INE267A01025,Zinc,Equity
500189,,NXTDIGITAL,NXTDIGITAL.BO,Nxtdigital Ltd,Active,B,10,INE353A01023,Broadcasting & Cable TV,Equity
500191,,HMT,HMT.BO,HMT LTD.,Active,Z,10,INE262A01018,Commercial Vehicles,Equity
500192,,PRAGBOS,PRAGBOS.BO,PRAG BOSIMI SYNTHETICS LTD.,Active,XT,10,INE962B01011,Textiles,Equity
500193,,HLVLTD,HLVLTD.BO,HLV Ltd,Active,B,2,INE102A01024,Hotels,Equity
500199,,IGPL,IGPL.BO,I G PETROCHEMICALS LTD.,Active,B,10,INE204A01010,Commodity Chemicals,Equity
500201,,INDIAGLYCO,INDIAGLYCO.BO,INDIA GLYCOLS LTD.,Active,A,10,INE560A01015,Commodity Chemicals,Equity
500202,,INDLEASE,INDLEASE.BO,INDIA LEASE DEVELOPMENT LTD.,Active,X,10,INE333C01013,Finance (including NBFCs),Equity
500206,,MARGOFIN,MARGOFIN.BO,Margo Finance Limited,Active,X,10,INE680B01019,Finance (including NBFCs),Equity
500207,,INDORAMA,INDORAMA.BO,INDO RAMA SYNTHETICS (INDIA) LTD.,Active,B,10,INE156A01020,Textiles,Equity
500209,,INFY,INFY.BO,INFOSYS LTD.,Active,A,5,INE009A01021,IT Consulting & Software,Equity
500210,,INGERRAND,INGERRAND.BO,INGERSOLL-RAND (INDIA) LTD.,Active,A,10,INE177A01018,Industrial Machinery,Equity
500211,,INSILCO,INSILCO.BO,INSILCO LTD.,Active,X,10,INE901A01011,Other Industrial Goods,Equity
500212,,IFSL,IFSL.BO,INTEGRATED FINANCIAL SERVICES LTD.,Active,XT,10,INE898B01017,Finance (including NBFCs),Equity
500213,,ITHL,ITHL.BO,INTERNATIONAL TRAVEL HOUSE LTD.-$,Active,X,10,INE262B01016,Travel Support Services,Equity
500214,,IONEXCHANG,IONEXCHANG.BO,ION EXCHANGE (INDIA) LTD.-$,Active,A,10,INE570A01014,Industrial Machinery,Equity
500215,,ATFL,ATFL.BO,AGRO TECH FOODS LTD.,Active,A,10,INE209A01019,Other Agricultural Products,Equity
500219,,JISLJALEQS,JISLJALEQS.BO,JAIN IRRIGATION SYSTEMS LTD.,Active,A,2,INE175A01038,Plastic Products,Equity
500220,,JASCH,JASCH.BO,JASCH INDUSTRIES LTD.,Active,X,10,INE711C01010,Textiles,Equity
500223,,JCTLTD,JCTLTD.BO,JCT LTD.,Active,X,2.5,INE945A01026,Textiles,Equity
500227,,JINDALPOLY,JINDALPOLY.BO,JINDAL POLY FILMS LTD.,Active,A,10,INE197D01010,Containers & Packaging,Equity
500228,,JSWSTEEL,JSWSTEEL.BO,JSW STEEL LTD.,Active,A,1,INE019A01038,Iron & Steel/Interm.Products,Equity
500231,,UMANGDAIR,UMANGDAIR.BO,UMANG DAIRIES LTD.,Active,B,5,INE864B01027,Packaged Foods,Equity
500233,,KAJARIACER,KAJARIACER.BO,KAJARIA CERAMICS LTD.,Active,A,1,INE217B01036,Furniture-Furnishing-Paints,Equity
500234,,KAKATCEM,KAKATCEM.BO,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,Active,B,10,INE437B01014,Cement & Cement Products,Equity
500235,,KSL,KSL.BO,KALYANI STEELS LTD.,Active,A,5,INE907A01026,Iron & Steel/Interm.Products,Equity
500236,,KANELIND,KANELIND.BO,Kanel Industries Limited,Active,XT,10,INE252C01015,Comm.Trading  & Distribution,Equity
500238,,WHIRLPOOL,WHIRLPOOL.BO,WHIRLPOOL OF INDIA LTD.,Active,A,10,INE716A01013,Consumer Electronics,Equity
500239,,KGDENIM,KGDENIM.BO,KG DENIM LTD.,Active,X,10,INE104A01012,Textiles,Equity
500240,,KINETICENG,KINETICENG.BO,KINETIC ENGINEERING LTD.,Active,XT,10,INE266B01017,2/3 Wheelers,Equity
500241,,KIRLOSBROS,KIRLOSBROS.BO,KIRLOSKAR BROTHERS LTD.-$,Active,B,2,INE732A01036,Industrial Machinery,Equity
500243,,KIRLOSIND,KIRLOSIND.BO,Kirloskar Industries Ltd,Active,B,10,INE250A01039,Industrial Machinery,Equity
500245,,KIRLFER,KIRLFER.BO,KIRLOSKAR FERROUS INDUSTRIES LTD.,Active,B,5,INE884B01025,Iron & Steel/Interm.Products,Equity
500246,,ENVAIREL,ENVAIREL.BO,ENVAIR ELECTRODYNE LTD.,Active,X,10,INE601C01013,Industrial Machinery,Equity
500247,,KOTAKBANK,KOTAKBANK.BO,KOTAK MAHINDRA BANK LTD.,Active,A,5,INE237A01028,Banks,Equity
500248,,KRIFILIND,KRIFILIND.BO,Krishna Filament Industries Ltd,Active,XT,10,INE073A01019,Plastic Products,Equity
500249,,KSB,KSB.BO,KSB Ltd,Active,A,10,INE999A01015,Industrial Machinery,Equity
500250,,LGBBROSLTD,LGBBROSLTD.BO,L.G.BALAKRISHNAN & BROS.LTD.,Active,A,10,INE337A01034,Auto Parts & Equipment,Equity
500251,,TRENT,TRENT.BO,TRENT LTD.,Active,A,1,INE849A01020,Specialty Retail,Equity
500252,,LAXMIMACH,LAXMIMACH.BO,LAKSHMI MACHINE WORKS LTD.,Active,A,10,INE269B01029,Industrial Machinery,Equity
500253,,LICHSGFIN,LICHSGFIN.BO,LIC HOUSING FINANCE LTD.,Active,A,2,INE115A01026,Housing Finance,Equity
500257,,LUPIN,LUPIN.BO,LUPIN LTD.,Active,A,2,INE326A01037,Pharmaceuticals,Equity
500259,,LYKALABS,LYKALABS.BO,LYKA LABS LTD.,Active,B,10,INE933A01014,Pharmaceuticals,Equity
500260,,RAMCOCEM,RAMCOCEM.BO,The Ramco Cements Limited,Active,A,1,INE331A01037,Cement & Cement Products,Equity
500264,,MAFATIND,MAFATIND.BO,MAFATLAL INDUSTRIES LTD.-$,Active,X,10,INE270B01027,Textiles,Equity
500265,,MAHSEAMLES,MAHSEAMLES.BO,MAHARASHTRA SEAMLESS LTD.,Active,A,5,INE271B01025,Iron & Steel Products,Equity
500266,,MAHSCOOTER,MAHSCOOTER.BO,MAHARASHTRA SCOOTERS LTD.,Active,A,10,INE288A01013,Investment Companies,Equity
500267,,MAJESAUT,MAJESAUT.BO,MAJESTIC AUTO LTD.-$,Active,X,10,INE201B01022,2/3 Wheelers,Equity
500268,,MANALIPETC,MANALIPETC.BO,MANALI PETROCHEMICAL LTD.,Active,B,5,INE201A01024,Petrochemicals,Equity
500271,,MFSL,MFSL.BO,Max Financial Services Ltd,Active,A,2,INE180A01020,Life Insurance,Equity
500274,,MESPHAR-B,MESPHAR-B.BO,MESCO PHARMACEUTICALS LTD.,Active,P,10,INE839X01015,Pharmaceuticals,Equity
500277,,MIDINDIA,MIDINDIA.BO,MID INDIA INDUSTRIES LTD.,Active,XT,10,INE401C01018,Textiles,Equity
500279,,MIRCELECTR,MIRCELECTR.BO,MIRC ELECTRONICS LTD.,Active,B,1,INE831A01028,Consumer Electronics,Equity
500280,,CENTENKA,CENTENKA.BO,CENTURY ENKA LTD.,Active,B,10,INE485A01015,Textiles,Equity
500284,,LORDSCHLO,LORDSCHLO.BO,LORDS CHLORO ALKALI LTD.,Active,X,10,INE846D01012,Commodity Chemicals,Equity
500285,,SPICEJET,SPICEJET.BO,SPICEJET LTD.,Active,A,10,INE285B01017,Airlines,Equity
500288,,MOREPENLAB,MOREPENLAB.BO,MOREPEN LABORATORIES LTD.,Active,A,2,INE083A01026,Pharmaceuticals,Equity
500290,,MRF,MRF.BO,MRF LTD.,Active,A,10,INE883A01011,Auto Tyres & Rubber Products,Equity
500292,,HEIDELBERG,HEIDELBERG.BO,HEIDELBERGCEMENT INDIA LTD.,Active,A,10,INE578A01017,Cement & Cement Products,Equity
500294,,NCC,NCC.BO,NCC Limited,Active,A,2,INE868B01028,Construction & Engineering,Equity
500295,,VEDL,VEDL.BO,Vedanta Limited,Active,A,1,INE205A01025,Aluminium,Equity
500296,,NAHARSPING,NAHARSPING.BO,NAHAR SPINNING MILLS LTD.,Active,B,5,INE290A01027,Textiles,Equity
500298,,NATPEROX,NATPEROX.BO,NATIONAL PEROXIDE LTD.,Active,A,10,INE585A01020,Commodity Chemicals,Equity
500300,,GRASIM,GRASIM.BO,GRASIM INDUSTRIES LTD.,Active,A,2,INE047A01021,Cement & Cement Products,Equity
500302,,PEL,PEL.BO,PIRAMAL ENTERPRISES LTD.,Active,A,2,INE140A01024,Other Financial Services,Equity
500304,,NIITLTD,NIITLTD.BO,NIIT LTD.,Active,A,2,INE161A01038,IT Training Services,Equity
500306,,JAYKAY,JAYKAY.BO,JAYKAY ENTERPRISES LTD.,Active,X,1,INE903A01025,Finance (including NBFCs),Equity
500307,,NIRLON,NIRLON.BO,NIRLON LTD.,Active,A,10,INE910A01012,Diversified Commercial Services,Equity
500312,,ONGC,ONGC.BO,Oil and Natural Gas Corporation Ltd,Active,A,5,INE213A01029,Exploration & Production,Equity
500314,,ORIENTHOT,ORIENTHOT.BO,ORIENTAL HOTELS LTD.,Active,B,1,INE750A01020,Hotels,Equity
500317,,OSWALAGRO,OSWALAGRO.BO,OSWAL AGRO MILLS LTD.,Active,B,10,INE142A01012,Investment Companies,Equity
500319,,INDSUCR,INDSUCR.BO,INDIAN SUCROSE LTD.,Active,X,10,INE557C01017,Sugar,Equity
500325,,RELIANCE,RELIANCE.BO,RELIANCE INDUSTRIES LTD.,Active,A,10,INE002A01018,Integrated Oil & Gas,Equity
500327,,PILITA,PILITA.BO,Pil Italica Lifestyle Ltd,Active,B,1,INE600A01035,Plastic Products,Equity
500330,,RAYMOND,RAYMOND.BO,RAYMOND LTD.,Active,A,10,INE301A01014,Textiles,Equity
500331,,PIDILITIND,PIDILITIND.BO,PIDILITE INDUSTRIES LTD.,Active,A,1,INE318A01026,Specialty Chemicals,Equity
500333,,PIXTRANS,PIXTRANS.BO,PIX TRANSMISSIONS LTD.,Active,X,10,INE751B01018,Auto Tyres & Rubber Products,Equity
500335,,BIRLACORPN,BIRLACORPN.BO,BIRLA CORPORATION LTD.,Active,A,10,INE340A01012,Cement & Cement Products,Equity
500336,,SURYAROSNI,SURYAROSNI.BO,SURYA ROSHNI LTD.,Active,A,10,INE335A01012,Diversified,Equity
500337,,PRIMESECU,PRIMESECU.BO,PRIME SECURITIES LTD.,Active,B,5,INE032B01021,Other Financial Services,Equity
500338,,PRSMJOHNSN,PRSMJOHNSN.BO,Prism Johnson Ltd,Active,A,10,INE010A01011,Cement & Cement Products,Equity
500339,,RAIN,RAIN.BO,Rain Industries Ltd,Active,A,2,INE855B01025,Petrochemicals,Equity
500343,,AMJLAND,AMJLAND.BO,AMJ Land Holdings Ltd,Active,B,2,INE606A01024,Realty,Equity
500346,,PUNJCOMMU,PUNJCOMMU.BO,PUNJAB COMMUNICATIONS LTD.-$,Active,B,10,INE609A01010,Telecom Equipment,Equity
500350,,RSWM,RSWM.BO,RSWM LTD.,Active,B,10,INE611A01016,Textiles,Equity
500354,,RAJSREESUG,RAJSREESUG.BO,RAJSHREE SUGARS & CHEMICALS LTD.,Active,B,10,INE562B01019,Sugar,Equity
500355,,RALLIS,RALLIS.BO,RALLIS INDIA LTD.,Active,A,1,INE613A01020,Agrochemicals,Equity
500356,,RAMANEWS,RAMANEWS.BO,SHREE RAMA NEWSPRINT LTD.,Active,B,10,INE278B01020,Paper & Paper Products,Equity
500357,,RAMAPPR-B,RAMAPPR-B.BO,RAMA PAPER MILLS LTD.,Active,XT,10,INE425E01013,Paper & Paper Products,Equity
500358,,RAMAPETRO,RAMAPETRO.BO,RAMA PETROCHEMICALS LTD.,Active,X,10,INE783A01013,Finance (including NBFCs),Equity
500360,,RAPICUT,RAPICUT.BO,RAPICUT CARBIDES LTD.,Active,X,10,INE350D01015,Industrial Machinery,Equity
500365,,WELSPLSOL,WELSPLSOL.BO,Welspun Specialty Solutions Ltd,Active,X,6,INE731F01037,Iron & Steel/Interm.Products,Equity
500366,,ROLTA,ROLTA.BO,ROLTA INDIA LTD.,Active,B,10,INE293A01013,Internet Software & Services,Equity
500367,,RUBFILA,RUBFILA.BO,RUBFILA INTERNATIONAL LTD.,Active,X,5,INE642C01025,Auto Tyres & Rubber Products,Equity
500368,,RUCHISOYA,RUCHISOYA.BO,RUCHI SOYA INDUSTRIES LTD.,Active,B,2,INE619A01035,Edible Oils,Equity
500370,,SALORAINTL,SALORAINTL.BO,SALORA INTERNATIONAL LTD.,Active,XT,10,INE924A01013,Comm.Trading  & Distribution,Equity
500378,,JINDALSAW,JINDALSAW.BO,JINDAL SAW LTD.,Active,A,2,INE324A01024,Construction & Engineering,Equity
500380,,JKLAKSHMI,JKLAKSHMI.BO,JK LAKSHMI CEMENT LTD.,Active,A,5,INE786A01032,Cement & Cement Products,Equity
500387,,SHREECEM,SHREECEM.BO,SHREE CEMENT LTD.,Active,A,10,INE070A01015,Cement & Cement Products,Equity
500388,,SKPMIL,SKPMIL.BO,SHREE KRISHNA PAPER MILLS & INDUSTRIES LTD.,Active,XT,10,INE970C01012,Paper & Paper Products,Equity
500390,,RELINFRA,RELINFRA.BO,RELIANCE INFRASTRUCTURE LTD.,Active,A,10,INE036A01016,Electric Utilities,Equity
500400,,TATAPOWER,TATAPOWER.BO,TATA POWER CO.LTD.,Active,A,1,INE245A01021,Electric Utilities,Equity
500402,,SPMLINFRA,SPMLINFRA.BO,SPML Infra Limited,Active,B,2,INE937A01023,Construction & Engineering,Equity
500403,,SUNDRMFAST,SUNDRMFAST.BO,SUNDRAM FASTENERS LTD.,Active,A,1,INE387A01021,Auto Parts & Equipment,Equity
500404,,SUNFLAG,SUNFLAG.BO,SUNFLAG IRON & STEEL CO.LTD.,Active,A,10,INE947A01014,Iron & Steel/Interm.Products,Equity
500405,,SUPPETRO,SUPPETRO.BO,SUPREME PETROCHEM LTD.,Active,A,10,INE663A01017,Petrochemicals,Equity
500407,,SWARAJENG,SWARAJENG.BO,SWARAJ ENGINES LTD.,Active,A,10,INE277A01016,Auto Parts & Equipment,Equity
500408,,TATAELXSI,TATAELXSI.BO,TATA ELXSI LTD.,Active,A,10,INE670A01012,IT Software Products,Equity
500410,,ACC,ACC.BO,ACC LTD.,Active,A,10,INE012A01025,Cement & Cement Products,Equity
500411,,THERMAX,THERMAX.BO,THERMAX LTD.,Active,A,2,INE152A01029,Heavy Electrical Equipment,Equity
500412,,TIRUMALCHM,TIRUMALCHM.BO,THIRUMALAI CHEMICALS LTD.,Active,A,1,INE338A01024,Commodity Chemicals,Equity
500413,,THOMASCOOK,THOMASCOOK.BO,THOMAS COOK (INDIA) LTD.,Active,A,1,INE332A01027,Travel Support Services,Equity
500414,,TIMEX,TIMEX.BO,TIMEX GROUP INDIA LTD.-$,Active,X,1,INE064A01026,Other Apparels & Accessories,Equity
500418,,TOKYOPLAST,TOKYOPLAST.BO,TOKYO PLAST INTERNATIONAL LTD.,Active,B,10,INE932C01012,Plastic Products,Equity
500420,,TORNTPHARM,TORNTPHARM.BO,TORRENT PHARMACEUTICALS LTD.,Active,A,5,INE685A01028,Pharmaceuticals,Equity
500422,,TRANSCHEM,TRANSCHEM.BO,TRANSCHEM LTD.-$,Active,X,10,INE019B01010,Pharmaceuticals,Equity
500425,,AMBUJACEM,AMBUJACEM.BO,AMBUJA CEMENTS LTD.,Active,A,2,INE079A01024,Cement & Cement Products,Equity
